id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated
17976561,Scott Parker,ScotParker,9,1406,1797,0,1,,,,"West Palm Beach, Florida",,,,http://a1.twimg.com/profile_images/76577885/jsp_1__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme6/bg.gif,,,,,,,,,"Online entrepreneur, loving husband,proud father, gaming addict",,,1228777401000L,2008-12-09 00:03:21,2010-11-07 11:10:52,2016-03-14 17:05:56
19121759,iShopd.com,ishopd,66,888,1183,0,0,,,,India,,,,http://a1.twimg.com/profile_images/98209225/logo3_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/7048053/general_google.jpg,,,,,,,,,Online Social Shopping network of India. Help others make better shopping decisions. What are you shopping? ,,,1232222609000L,2009-01-17 21:03:29,2010-11-07 11:10:52,2016-03-14 17:05:57
19435878,Paul Atkinson,00brien,10,753,837,0,3,http://00brien.com,,,Lincolnshire,,,,http://a0.twimg.com/profile_images/262785952/image_00190_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/29970229/00slideshow0011nikon.jpg,,,,,,,,,"I have been researching a British Spies life for a few years. My site tells his story. His name's ffrench, Conrad ffrench. ",,,1232785000000L,2009-01-24 09:16:40,2010-11-07 11:10:52,2016-03-14 17:05:57
19581787,Christopher M Vivace,CLdominator,1694,8993,10228,0,4,http://www.blogtalkradio.com/christophervivace,,,Houston TX,,,,http://a0.twimg.com/profile_images/73594340/chris_pic_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme16/bg.gif,,,,,,,,, inspiring the world through web 2.0 and spiritual intergration ,,,1233042075000L,2009-01-27 08:41:15,2010-11-07 11:10:52,2016-03-14 17:05:57
20338242,Dan,milehighpeople,2394,3947,3944,100,113,http://www.milehighpeople.com,,,Denver,,,1.0,http://a3.twimg.com/profile_images/1106353559/flower_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/160476115/blue_sky_with_clouds.jpg,,,,,,,,,"News, Entertainment & Sports with a progressive viewpoint from Denver. Follow me & I will follow back.",,,1234046205000L,2009-02-07 23:36:45,2010-11-07 11:10:52,2016-03-14 17:06:46
20531552,Scott Newman,immasterminds,465,7511,8411,1,7,http://immasterminds.com,,,"Southern, USA ",,,,http://a3.twimg.com/profile_images/348726923/followme_normal.png,,,,,,,,,http://a1.twimg.com/profile_background_images/27635254/seattleblue1.jpg,,,,,,,,,"Internet Marketing Masterminds, I'm an (EAR) Entrepreneurial Artistic Realist, Love to share ideas and awesome products",,,1234289703000L,2009-02-10 19:15:03,2010-11-07 11:10:52,2016-03-14 17:05:58
21577213,Leonardo Riviera,leonardoriviera,31,734,1827,1,2,http://www.flickr.com/photos/leophotosite/,,,Bertioga-SP // Brazil,,,,http://a2.twimg.com/profile_images/647863902/riviera_703g12_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/13029154/vista_riviera23.jpg,,,,,,,,,Corretor de Im\xf3veis na RIVIERA DE S\xc3O LOUREN\xc7O -- Msn: leonardo.riviera@hotmail.com\r\n\r\n-- Hobby: fotografia !!,,,1235321212000L,2009-02-22 17:46:52,2010-11-07 11:10:52,2016-03-14 17:05:58
22597402,Modeling_Agency,Modeling_Agency,10,6727,7518,0,20,http://www.modelingagency.co.uk/,,,London,,,,http://s.twimg.com/a/1288470193/images/default_profile_2_normal.png,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,Welcome to the official http://www.modelingagency.co.uk/ twitter,,,1236064330000L,2009-03-03 08:12:10,2010-11-07 11:10:52,2016-03-14 17:05:58
22979959,Filipe Nogueira,Filipe_Agel,16,1003,1973,0,0,http://www.agel.cc,,,"Vitoria, ES - Brazil",,,,http://a1.twimg.com/profile_images/777031601/filipe2_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288981003/images/themes/theme15/bg.png,,,,,,,,,www.agel.cc\r\nwww.agel.com,,,1236287604000L,2009-03-05 22:13:24,2010-11-07 11:10:52,2016-03-14 17:05:59
23832142,Martin R. Dobbie,abetterlifenow,164,933,1191,2,1,http://www.martindobbie.topwealth1.com,,,"Stettler, Alberta. Canada",,,,http://a2.twimg.com/profile_images/680902422/marty_for_posting_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,"Retired,Banjo Pick'in,Piano Play'in,Music Lov'in,Ham Radio Operator (VE6MCD) and Internet Marketing Entrepreneur, living the rest of my life to the fullest.",,,1236806337000L,2009-03-11 22:18:57,2010-11-07 11:10:52,2016-03-14 17:05:59
24320335,videoand.tv,videoand,4467,315,530,0,6,http://www.videoand.tv,,,,,,,http://a3.twimg.com/profile_images/342024635/73ef954c5d787641fc158809c05f19c5_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288137272/images/themes/theme11/bg.gif,,,,,,,,,,,,1237001320000L,2009-03-14 04:28:40,2010-11-07 11:10:52,2016-03-14 17:05:59
26912227,Ralph Wilkison,angrynetworker,70,2745,3095,0,2,http://www.pissedoffnetworkmarketer.com,,,,,,,http://a2.twimg.com/profile_images/125817346/ralph_bust_small_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/9352586/untitled1.jpg,,,,,,,,,The pissed off network marketer is building a MLM business from the gound up - follow along,,,1238117014000L,2009-03-27 02:23:34,2010-11-07 11:10:52,2016-03-14 17:05:59
27159435,bigorna,_bigorna,21,683,2001,0,3,,,,,,,,http://a2.twimg.com/profile_images/649414402/bigorna_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1238207415000L,2009-03-28 03:30:15,2010-11-07 11:10:52,2016-03-14 17:06:00
28219482,Alberto Uhart,GoldenyLion,669,1657,1970,4,2,http://myhomebusiness.site50.net/,,,"Brasilia, Brazil",,,,http://a1.twimg.com/profile_images/391400457/twitterprofilephoto_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/12986033/11199_background.jpg,,,,,,,,,,,,1238626640000L,2009-04-02 00:57:20,2010-11-07 11:10:52,2016-03-14 17:06:00
28587018,Nancy,nancyc197,12,100,116,0,0,,,,Qu\xe9bec (Canada),,,,http://a0.twimg.com/profile_images/256616316/web_opportunities_1_mod1_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/14511741/twitbg1wv4j4.jpg,,,,,,,,,,,,1238773090000L,2009-04-03 17:38:10,2010-11-07 11:10:52,2016-03-14 17:06:01
29370531,isral bustami,istal00,464,233,527,0,1,http://free-celebswallpapers.com,,,,,,,http://a0.twimg.com/profile_images/347827048/28022009_024__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1239075181000L,2009-04-07 05:33:01,2010-11-07 11:10:52,2016-03-14 17:06:01
29444347,Peter Murray,PeterMurray11,152,155,449,0,1,,,,,,,,http://s.twimg.com/a/1288305442/images/default_profile_2_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1239110064000L,2009-04-07 15:14:24,2010-11-07 11:10:52,2016-03-14 17:06:01
29742631,RenatoBiao,renatobiao,194,773,2001,0,1,http://www.ovni.me/bpc,,,Brazil,,,,http://a1.twimg.com/profile_images/489700493/pica-pau_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/47848658/20071112092509_vasco3d.gif,,,,,,,,,,,,1239205274000L,2009-04-08 17:41:14,2010-11-07 11:10:52,2016-03-14 17:06:47
29822733,Mar\xedlia,mariliazara,17,215,857,0,1,,,,,,,,http://s.twimg.com/a/1288742912/images/default_profile_3_normal.png,,,,,,,,,http://a1.twimg.com/profile_background_images/146672016/city-photography.jpg,,,,,,,,,,,,1239225291000L,2009-04-08 23:14:51,2010-11-07 11:10:52,2016-03-14 17:06:02
30998590,"Daniel Bruno, CMT",daniel_bruno,677,8020,8714,2,22,http://www.fxboss.info,,,London,,,,http://a0.twimg.com/profile_images/701877936/bruno_model_1_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/88065356/xe3e2b4d139b45c015ff29b262c775a6.jpg,,,,,,,,,Chartered Market Technician. ,,,1239667161000L,2009-04-14 01:59:21,2010-11-07 11:10:52,2016-03-14 17:06:02
31228692,Becky Johnson,Itseasy2begreen,68,7407,8149,2,32,http://www.beckyjohnsonblog.com,,,Oregon,,,,http://a3.twimg.com/profile_images/478140963/pictues_of_me_004_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,Looking to make the world a little brighter and use earth freindly products that are natural and safe for the environment.,,,1239743800000L,2009-04-14 23:16:40,2010-11-07 11:10:52,2016-03-14 17:06:02
31708548,Crislene Duarte,crisduarte,138,688,1720,1,15,,,,Sete Lagoas/MG - Brasil,,,,http://a1.twimg.com/profile_images/649148069/eu_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/126649047/cris.jpg,,,,,,,,,Estudante de Comunica\xe7\xe3o - Publicidade e Propaganda,,,1239875583000L,2009-04-16 11:53:03,2010-11-07 11:10:52,2016-03-14 17:06:02
33608758,Thomas Maciel,ThomasMaciel,203,183,77,0,0,,,,Capital-CE,,,,http://a1.twimg.com/profile_images/589606141/ogaaaopurhnuovjaxunhlptzg-bja2t7fxwtjjkqyovurf7djvswe44xvtkcvlxiwrshrpsa2a6nnan86hufvq0232uam1t1ufvsq9a-zomggknkn0kye8eayqhc_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/69670795/untitled-1.jpg,,,,,,,,,Eu sou apenas um rapaz\nLatino-americano sem dinheiro no banco.\nE vindo do interior@,,,1240251799000L,2009-04-20 20:23:19,2010-11-07 11:10:52,2016-03-14 17:06:03
34255057,Magickeywords,magickeywords,116,1322,1891,2,1,http://wefollow.com/magickeywords,,,Everywhere,,,,http://a3.twimg.com/profile_images/182684983/banner_magic_co.uk_468_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/11021309/banner_magic_co.uk_468.jpg,,,,,,,,,"Unique web site marketing tool, get seen, get heard, get real for twitter sites",,,1240402908000L,2009-04-22 14:21:48,2010-11-07 11:10:52,2016-03-14 17:06:47
35401956,Lorana.Callazans,LoranaCallazans,448,1334,1892,3,4,,,,Vitoria-es,,,,http://a1.twimg.com/profile_images/412122501/s6301598_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/70696687/1111111.jpg,,,,,,,,,,,,1240719955000L,2009-04-26 06:25:55,2010-11-07 11:10:52,2016-03-14 17:06:03
35531101,Katie2,Katie2nve,1,257,1084,0,0,http://kl.am/katie2nve,,,,,,,http://a2.twimg.com/profile_images/184849806/05_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1240771462000L,2009-04-26 20:44:22,2010-11-07 11:10:52,2016-03-14 17:06:04
36477176,t\xfalio ligeiro,TulioReis,86,200,745,0,1,,,,,,,,http://a3.twimg.com/profile_images/1103192347/dsc02460_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/67063717/free_twitter_designer.jpg,,,,,,,,,,,,1241038309000L,2009-04-29 22:51:49,2010-11-07 11:10:52,2016-03-14 17:06:04
36878978,Weight Loss Advice,frankly_scarlet,806,2782,2063,0,34,,,,,,,,http://a0.twimg.com/profile_images/199889540/bicep_normal.gif,,,,,,,,,http://s.twimg.com/a/1288217225/images/themes/theme9/bg.gif,,,,,,,,,,,,1241150931000L,2009-05-01 06:08:51,2010-11-07 11:10:52,2016-03-14 17:06:04
37192548,Lalu Hidayat .J,yayak75,206,164,226,3,0,http://www.advertspeed.com,,,Yogyakarta,,,,http://a3.twimg.com/profile_images/195392803/dsc00793_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/68653607/3d_por_txiru__248_.jpg,,,,,,,,,,,,1241269608000L,2009-05-02 15:06:48,2010-11-07 11:10:52,2016-03-14 17:06:04
38195080,COMENTANDO OS FATOS,AbimaelCosta,34402,1374,2001,263,51,http://comentandoosfatos.blogspot.com/,,,BRASIL,,,1.0,http://a3.twimg.com/profile_images/1160209655/mundo-perf_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/168574588/mundo-perf.jpg,,,,,,,,,"Um pouco de tudo,fatos interessantes,noticias,comentarios,opinioes,politica",,,1241622151000L,2009-05-06 17:02:31,2010-11-07 11:10:52,2016-03-14 17:06:05
38344324,Paul Maisonneuve,4dreamtravel,12,573,1906,0,16,http://www.4dreamtravel.com,,,"Macon, GA",,,,http://a1.twimg.com/profile_images/228642953/social_img_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/14485906/social-bground2.jpg,,,,,,,,,,,,1241662978000L,2009-05-07 04:22:58,2010-11-07 11:10:52,2016-03-14 17:06:47
38920016,Loans United States,personalloansUS,125,3826,4159,0,11,http://www.personal-loans-united-states.com/,,,,,,,http://a2.twimg.com/profile_images/204756730/8_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/12385504/us.jpg,,,,,,,,,"Personal loans information, great rates and more. Check us out at the link above.",,,1241900366000L,2009-05-09 22:19:26,2010-11-07 11:10:52,2016-03-14 17:06:05
38962259,Jo\xe3o Fracisco I. L.,juaooO_F,452,992,1791,2,13,http://www.orkut.com.br/main#profile?uid=11316655552015069233&rl=t,,,an\xe1polis//GO,,,,http://a2.twimg.com/profile_images/491374474/ogaaaclgrpykhyzfqjgkbtmloyjhui3fnuoskekhrm-puk8s9kafh7_tzuzq1rxbzdsp9pkt5ecwgq2h8x5fodg2cuqam1t1ucs1eqg3wk3lnnoov6-edsqkgdr4_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/48272941/2294038070_7dfe27f4f8.jpg,,,,,,,,,own' .. bjomitwitta ;DD,,,1241916246000L,2009-05-10 02:44:06,2010-11-07 11:10:52,2016-03-14 17:06:06
39527698,Josue Lunardi,jhoso20,25,1441,1912,0,4,,,,Brasil,,,,http://s.twimg.com/a/1288981003/images/default_profile_0_normal.png,,,,,,,,,http://s.twimg.com/a/1288981003/images/themes/theme1/bg.png,,,,,,,,,,,,1242143653000L,2009-05-12 17:54:13,2010-11-07 11:10:52,2016-03-14 17:06:47
39674011,F. Joseph Tawil,FlightCzar,42,128,263,0,1,http://www.flightczar.com,,,New York,,,,http://a0.twimg.com/profile_images/209559328/picresized_1235041744_my_pic_1__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,"Founder and CEO of www.FlightCzar.com, Online Travel Agency",,,1242184121000L,2009-05-13 05:08:41,2010-11-07 11:10:52,2016-03-14 17:06:48
39688267,Edmir Ver-O-Poema,veropoema,47,133,88,15,7,http://www.veropoema.net,,,Brazil,,,1.0,http://a3.twimg.com/profile_images/1080866923/ver-o-poema_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/24299439/coresdotempo_20.jpg,,,,,,,,,"Ver-O-Poema: Arte, literatura, m\xfasica, muitos escritores, escritoras, poesias, contos, cr\xf4nicas, ensaios, artigos... Participe!",,,1242189191000L,2009-05-13 06:33:11,2010-11-07 11:10:52,2016-03-14 17:06:48
41177563,Fabio Ricardo,fabioricardo75,16,143,721,0,6,,,,,,,,http://s.twimg.com/a/1288470193/images/default_profile_0_normal.png,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme14/bg.gif,,,,,,,,,,,,1242758342000L,2009-05-19 20:39:02,2010-11-07 11:10:52,2016-03-14 17:06:48
41179792,Michael,ThePikaxus,24,1091,1102,2,1,,,,,,,,http://a0.twimg.com/profile_images/1153865976/ogaaamobmxrxnklyd72ences_izavsvo_dqh-hvrxs8t3wzvquzlf9rhmvbob-fhj-yczcjhs0o87qedxuavysds54aam1t1up8kni32oigipngnn0vxuriygbvg_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/105886056/stripes3-1.png,,,,,,,,,,,,1242758963000L,2009-05-19 20:49:23,2010-11-07 11:10:52,2016-03-14 17:06:48
41678763,Stream Inbetweeners,_inbetweeners_,6,1081,561,0,9,http://www.theinbetweeners.co.uk,,,,,,,http://a1.twimg.com/profile_images/227150853/post-1218800-1209706419_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,The only website dedicated to streaming The Inbetweeners for FREE!!!!!!!,,,1242940230000L,2009-05-21 23:10:30,2010-11-07 11:10:52,2016-03-14 17:06:49
41684107,Rafael Carvalho,RafaelTaio,130,914,1995,5,5,,,,,,,,http://a1.twimg.com/profile_images/849248065/bg-portfolio-rcm_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/36802185/capa.jpg,,,,,,,,,,,,1242941839000L,2009-05-21 23:37:19,2010-11-07 11:10:52,2016-03-14 17:06:49
41877218,g u i g o #,guiLhermex3,246,650,797,2,10,,,,Piracicaba - Sp,,,,http://a3.twimg.com/profile_images/1126939959/g_u_i_g_o___normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/91601235/4ba00b3e44b5b.jpg,,,,,,,,,"estudante, descontraido, engra\xe7ado, baladeiro, amigo, criativo, din\xe2mico, desligado e atualizado, s\xe3o adjetivos nos quais eu me defino.",,,1243018907000L,2009-05-22 21:01:47,2010-11-07 11:10:52,2016-03-14 17:06:49
43066058,Abigail,Abigail08ke,1,151,765,0,0,http://xurl.jp/57q,,,,,,,http://a3.twimg.com/profile_images/239626743/zscenegirl-0579_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme1/bg.png,,,,,,,,,,,,1243494878000L,2009-05-28 09:14:38,2010-11-07 11:10:52,2016-03-14 17:06:50
43201046,Michael Kann,MichaelJKann,15,560,754,0,5,,,,Frankfurt Germany,,,,http://a0.twimg.com/profile_images/237004240/d37w8020_kopie2_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme4/bg.gif,,,,,,,,,,,,1243546190000L,2009-05-28 23:29:50,2010-11-07 11:10:52,2016-03-14 17:06:50
43510557,Isabel,Isabel29nk,1,103,644,0,0,http://xurl.jp/3br,,,,,,,http://s.twimg.com/a/1287010001/images/default_profile_6_normal.png,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1243678871000L,2009-05-30 12:21:11,2010-11-07 11:10:52,2016-03-14 17:06:50
43747581,Rodney Jones,rod315,146,570,1233,0,0,http://sarasotaford.com/twitter,,,"Sarasota, FL USA",,,,http://s.twimg.com/a/1288374569/images/default_profile_3_normal.png,,,,,,,,,http://a1.twimg.com/profile_background_images/15843574/ford-shelby-cobra-concept-machine-shop-1600x1200.jpg,,,,,,,,,"Sales Manager at Sarasota Ford Super Center come and see us for your next Car, Truck or SUV also follow @SarasotaFord",,,1243801037000L,2009-05-31 22:17:17,2010-11-07 11:10:52,2016-03-14 17:06:50
44081953,Natalia,Natalia68xk,1,113,691,0,0,http://xurl.jp/tgr,,,,,,,http://a2.twimg.com/profile_images/247426622/zscenegirl-0692_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1243929210000L,2009-06-02 09:53:30,2010-11-07 11:10:52,2016-03-14 17:06:51
44084192,Abigail,Abigail36vk,1,82,465,0,1,http://xurl.jp/ygr,,,,,,,http://a3.twimg.com/profile_images/247486571/zscenegirl-0731_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1243930682000L,2009-06-02 10:18:02,2010-11-07 11:10:52,2016-03-14 17:06:51
44084811,Vanessa,Vanessa26zn,1,100,515,0,1,http://xurl.jp/zgr,,,,,,,http://a3.twimg.com/profile_images/247498291/zscenegirl-0740_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1243931088000L,2009-06-02 10:24:48,2010-11-07 11:10:52,2016-03-14 17:06:51
44191269,Maria Reese,MariaReese,16,784,1646,0,1,,,,,,,,http://a3.twimg.com/profile_images/247283787/the-new-woman-s-day-community_featured_article_628x371_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288660386/images/themes/theme1/bg.png,,,,,,,,,,,,1243972116000L,2009-06-02 21:48:36,2010-11-07 11:10:52,2016-03-14 17:06:52
44698831,Body Trend,WeightLossT,309,1059,1310,0,0,http://over 20 free trial offers to test! http://bit.ly/3n8ysw,,,,,,,http://a2.twimg.com/profile_images/249966990/3110841673_fc9d052cec_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,Over 20 free trial offers to test! http://bit.ly/3n8ysw,,,1244144284000L,2009-06-04 21:38:04,2010-11-07 11:10:52,2016-03-14 17:06:52
45497562,Amy,Amy71ju,1,157,712,0,1,http://xurl.jp/trr,,,,,,,http://a3.twimg.com/profile_images/254201679/zscenegirl-1090_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1244434377000L,2009-06-08 06:12:57,2010-11-07 11:10:52,2016-03-14 17:06:52
45564759,Jos\xe9 Santos,ilovtweets,31,941,1975,0,1,,,,Coimbra,,,,http://a2.twimg.com/profile_images/319860950/twitter_love_normal.png,,,,,,,,,http://a1.twimg.com/profile_background_images/24981104/twilk_background.jpg,,,,,,,,,"Student, single, I love social networks, glad to tweet with you!",,,1244467925000L,2009-06-08 15:32:05,2010-11-07 11:10:52,2016-03-14 17:06:53
45804432,Daniela,Daniela831uc,1,126,711,0,0,http://xurl.jp/eur,,,,,,,http://a2.twimg.com/profile_images/255750778/zscenegirl-1184_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1244540911000L,2009-06-09 11:48:31,2010-11-07 11:10:52,2016-03-14 17:06:53
46043491,Jonathan,Creative_Money,145,976,1713,1,1,http://extracash2day.blogspot.com/,,,"Raleigh, NC",,,,http://a0.twimg.com/profile_images/547341640/01-money-from-sky_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288847101/images/themes/theme1/bg.png,,,,,,,,,Helping people to create money from nothing and then turning that money into more money.,,,1244610710000L,2009-06-10 07:11:50,2010-11-07 11:10:52,2016-03-14 17:06:54
