id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated,test_set_1,test_set_2
380322177,Caroline Bell,29PurpleDragons,24581,335,276,10570,4,http://t.co/5fwG7nFWT2,en,Samoa,"Apia, Samoa",,,,http://pbs.twimg.com/profile_images/592159745277964288/cC6N2raD_normal.jpg,https://pbs.twimg.com/profile_banners/380322177/1365802170,,https://pbs.twimg.com/profile_background_images/840938328/f79909b42cd4d8611fd2285d92f257ea.jpeg,BE80D1,https://pbs.twimg.com/profile_images/592159745277964288/cC6N2raD_normal.jpg,FFFFFF,,080808,http://pbs.twimg.com/profile_background_images/840938328/f79909b42cd4d8611fd2285d92f257ea.jpeg,000000,93BEE8,-39600.0,,,,,,John 5: 28-29,,,Mon Sep 26 13:13:48 +0000 2011,2011-09-26 15:13:48,2015-05-02 03:08:30,2016-03-15 15:53:50,0,0
32988810,2C Development Group,2cdevelopment,2132,232,225,101,56,http://t.co/QXPljvtYS2,en,Central Time (US & Canada),Midwest USA,,,,http://pbs.twimg.com/profile_images/478254884882366466/kMgu4PMx_normal.png,https://pbs.twimg.com/profile_banners/32988810/1427846107,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/478254884882366466/kMgu4PMx_normal.png,FFFFFF,1.0,FFFFFF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,1081DE,-18000.0,,,,,,"The 2C Digital Agency is determined to make a business in your city successful. Our only question is, will it be yours?",,,Sat Apr 18 19:46:36 +0000 2009,2009-04-18 21:46:36,2015-05-01 16:49:27,2016-03-15 15:53:50,0,0
21959183,Randee Deason,2hip4tv,10354,1948,2096,3,88,http://t.co/mtQ3mK85p6,en,Pacific Time (US & Canada),"Bay Area, Ca.",,,,http://pbs.twimg.com/profile_images/592936912752496642/VFgJa_rg_normal.jpg,https://pbs.twimg.com/profile_banners/21959183/1430202271,1.0,https://pbs.twimg.com/profile_background_images/619185492/decohqq67icgt2ql3wmu.jpeg,333333,https://pbs.twimg.com/profile_images/592936912752496642/VFgJa_rg_normal.jpg,000000,1.0,C6C779,http://pbs.twimg.com/profile_background_images/619185492/decohqq67icgt2ql3wmu.jpeg,C6C779,4A9991,-25200.0,,,,,,KTVU Photojournalist looking for the scoop.  News is in the eye of the beholder.  I hope you like what you see here on my twitter.,,,Thu Feb 26 02:33:21 +0000 2009,2009-02-26 03:33:21,2015-05-01 15:09:01,2016-03-15 15:53:51,1,1
1553611423,Patricia ❤,3shaa_,18484,271,216,8487,0,http://t.co/aACbecpPJ2,en,Beijing,,,,1.0,http://pbs.twimg.com/profile_images/590355591773626368/AC1UvwfH_normal.jpg,https://pbs.twimg.com/profile_banners/1553611423/1428858568,1.0,https://pbs.twimg.com/profile_background_images/378800000143032086/cJSktIfW.png,BF9B91,https://pbs.twimg.com/profile_images/590355591773626368/AC1UvwfH_normal.jpg,C4BAB5,1.0,C2AEA5,http://pbs.twimg.com/profile_background_images/378800000143032086/cJSktIfW.png,698F91,3B94D9,28800.0,,,,,,"Jeddy, coffee & cheese",,,Fri Jun 28 17:14:55 +0000 2013,2013-06-28 19:14:55,2015-05-02 08:21:32,2016-03-15 15:53:51,0,0
348080571,Daniel G,510Daniel,88,16,74,397,0,,en,Pacific Time (US & Canada),"Bay Area, California",,,1.0,http://pbs.twimg.com/profile_images/569061684195520512/gq4hTQme_normal.jpeg,https://pbs.twimg.com/profile_banners/348080571/1428387472,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/569061684195520512/gq4hTQme_normal.jpeg,EEEEEE,1.0,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,009999,-25200.0,,,,,,Oakland born and raised!! SJSU Graduate #ServingAndProtecting My 510 ....Interesting Random Fact: I enjoy meteorology and science!!,,,Wed Aug 03 21:05:06 +0000 2011,2011-08-03 23:05:06,2015-05-01 23:59:51,2016-03-15 15:53:51,0,0
839690880,51Talk,51TalkPH,2418,1190,355,1092,11,http://t.co/dPP6R93qeK,en,Beijing,,,,,http://pbs.twimg.com/profile_images/582809873215164416/yukKXMN4_normal.png,https://pbs.twimg.com/profile_banners/839690880/1429521159,1.0,https://pbs.twimg.com/profile_background_images/582810037766082560/sCpLZxod.png,333333,https://pbs.twimg.com/profile_images/582809873215164416/yukKXMN4_normal.png,000000,1.0,F6FFD1,http://pbs.twimg.com/profile_background_images/582810037766082560/sCpLZxod.png,FCC800,FCC800,28800.0,,,,,,Teach English Online. Home-Based or Office-Based.,,,Sat Sep 22 12:50:00 +0000 2012,2012-09-22 14:50:00,2015-05-01 18:38:20,2016-03-15 15:53:52,1,1
143687056,Adrenalin Trip,unionsummer,10839,7842,7836,8329,34,http://t.co/oW7ecOTnE8,en,Wellington,New Zealand,,,1.0,http://pbs.twimg.com/profile_images/590768335677222912/jgmqqHb8_normal.jpg,https://pbs.twimg.com/profile_banners/143687056/1429592569,1.0,https://pbs.twimg.com/profile_background_images/533050557267591168/Gt-oXism.jpeg,634047,https://pbs.twimg.com/profile_images/590768335677222912/jgmqqHb8_normal.jpg,FFFFFF,1.0,E3E2DE,http://pbs.twimg.com/profile_background_images/533050557267591168/Gt-oXism.jpeg,EDECE9,9266CC,43200.0,,,,,,"0/4 of UJ & 3/4 + band of 5SOS. I'm apart of the #5SOSfam, #JCat, & many other fandoms. Cam Mansel is bae. ily all!",,,Fri May 14 04:08:41 +0000 2010,2010-05-14 06:08:41,2015-05-02 12:23:50,2016-03-15 15:53:52,1,0
2291421004,teigan///inactive rn,5secondsofujx,4774,552,787,4029,11,,en-gb,,UK/Cyprus,1.0,,,http://pbs.twimg.com/profile_images/567233924192305152/W7zNvaw-_normal.jpeg,https://pbs.twimg.com/profile_banners/2291421004/1411925903,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/567233924192305152/W7zNvaw-_normal.jpeg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,maltesers before hoes,,,Sun Jan 19 10:38:59 +0000 2014,2014-01-19 11:38:59,2015-05-01 15:56:30,2016-03-15 15:53:52,1,1
2337494094,x5SOS Imaginesx,imxgine5sxs,36,223,166,864,2,,en,Tijuana,,,,,http://pbs.twimg.com/profile_images/592397641306124288/k0rSRJmd_normal.jpg,https://pbs.twimg.com/profile_banners/2337494094/1430073665,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,3E4415,https://pbs.twimg.com/profile_images/592397641306124288/k0rSRJmd_normal.jpg,829D5E,1.0,99CC33,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,000000,-25200.0,,,,,,5SOS funny imagines and real shit imagines that'll make you cry (from laughter and other feels),,,Tue Feb 11 01:00:08 +0000 2014,2014-02-11 02:00:08,2015-05-01 16:08:48,2016-03-15 15:53:52,0,0
225241810,Tiffany Bailey,777starr,9412,303,325,7304,2,http://t.co/TmZs4W4ZuC,en,,My mind.,,,1.0,http://pbs.twimg.com/profile_images/593807015807307776/qzc2jr1K_normal.jpg,https://pbs.twimg.com/profile_banners/225241810/1430408827,1.0,https://pbs.twimg.com/profile_background_images/407815900/982.jpg,1428A8,https://pbs.twimg.com/profile_images/593807015807307776/qzc2jr1K_normal.jpg,0A0303,1.0,080808,http://pbs.twimg.com/profile_background_images/407815900/982.jpg,171A1A,102ACF,,,,,,,B E A U T I F U L  S O U L                             Snapchat & IG: @tenisestarr,,,Sat Dec 11 02:33:14 +0000 2010,2010-12-11 03:33:14,2015-05-01 15:56:42,2016-03-15 15:53:53,0,0
375114767,박봄 Bombshell2ne1,7820blackrose,55052,1978,197,7274,7,,en,Alaska,,1.0,,1.0,http://pbs.twimg.com/profile_images/590533983634489344/FImwF4xH_normal.jpg,https://pbs.twimg.com/profile_banners/375114767/1428288968,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/590533983634489344/FImwF4xH_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-28800.0,,,,,,"I didn't tweet to please others. I am who I am, this is me, take it or leave it.",,,Sat Sep 17 14:42:39 +0000 2011,2011-09-17 16:42:39,2015-05-02 02:26:22,2016-03-15 15:53:53,1,1
52929021,Unruly Zario ,868RudeBoi,69809,1605,969,12583,2,,en,Quito,Trinidad ♡,,,1.0,http://pbs.twimg.com/profile_images/589918836301963265/d5tWZism_normal.jpg,https://pbs.twimg.com/profile_banners/52929021/1428648262,1.0,https://pbs.twimg.com/profile_background_images/766385836/ae79faebdd5f322ec7ef1a4f07e5f05e.jpeg,333333,https://pbs.twimg.com/profile_images/589918836301963265/d5tWZism_normal.jpg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/766385836/ae79faebdd5f322ec7ef1a4f07e5f05e.jpeg,C0DEED,0084B4,-18000.0,,,,,,"I hustle for my last name, not my first!",,,Thu Jul 02 01:48:26 +0000 2009,2009-07-02 03:48:26,2015-05-01 21:05:51,2016-03-15 15:53:53,0,0
1657000316,Sue ♡,918Susie,7207,212,150,1877,0,,en,,jenks ,1.0,,1.0,http://pbs.twimg.com/profile_images/591101795495096320/_0a7TG3q_normal.jpg,https://pbs.twimg.com/profile_banners/1657000316/1423202337,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/591101795495096320/_0a7TG3q_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,Fri Aug 09 05:43:10 +0000 2013,2013-08-09 07:43:10,2015-05-02 10:50:58,2016-03-15 15:53:54,0,0
325967359,मोगू (छोटा डॉन) ,9_t_8,16677,1206,49,7008,6,http://t.co/qzaZgQOmrQ,en,Chennai,बड़हिया/Kolkata,1.0,,1.0,http://pbs.twimg.com/profile_images/593717369723195392/1qxhHiWR_normal.jpg,https://pbs.twimg.com/profile_banners/325967359/1429798288,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/593717369723195392/1qxhHiWR_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,19800.0,,,,,,"Jack of all trades, Master of none.In CA by choice.#मैं_भी_शायर",,,Wed Jun 29 04:44:21 +0000 2011,2011-06-29 06:44:21,2015-05-01 21:38:44,2016-03-15 15:53:54,1,1
585912212,Ade,A1_Ade,24163,435,320,676,1,,en,Amsterdam,,,,,http://pbs.twimg.com/profile_images/587396562806054912/-VAmsxFr_normal.jpg,https://pbs.twimg.com/profile_banners/585912212/1359385503,1.0,https://pbs.twimg.com/profile_background_images/743659717/92290724169fd5176bac848501a23404.jpeg,333333,https://pbs.twimg.com/profile_images/587396562806054912/-VAmsxFr_normal.jpg,000000,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/743659717/92290724169fd5176bac848501a23404.jpeg,0A090A,0084B4,7200.0,,,,,,Stay Gold,,,Sun May 20 19:09:52 +0000 2012,2012-05-20 21:09:52,2015-05-01 15:49:12,2016-03-15 15:53:54,0,0
2419936286,AA12,AA12YT,45750,7644,359,54926,46,https://t.co/fgrX3RYsGt,en,Arizona,Washington,,,1.0,http://pbs.twimg.com/profile_images/593984576654966785/bpz9CZTM_normal.jpg,https://pbs.twimg.com/profile_banners/2419936286/1430126130,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/593984576654966785/bpz9CZTM_normal.jpg,EEEEEE,1.0,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,009999,-25200.0,,,,,,Lov3 | 18 | MCPE YouTuber 10k Subs! | ~less than 3,,,Mon Mar 31 03:47:30 +0000 2014,2014-03-31 05:47:30,2015-05-01 16:40:31,2016-03-15 15:53:55,0,0
2320414572,Angelo,theaugustkiddo,1203,182,117,136,0,,en,Beijing,Number 4 Privet Drive,,,1.0,http://pbs.twimg.com/profile_images/592722206758707200/qoGWtK7w_normal.jpg,https://pbs.twimg.com/profile_banners/2320414572/1425796403,1.0,https://pbs.twimg.com/profile_background_images/378800000178744335/O_7qwBXo.jpeg,333333,https://pbs.twimg.com/profile_images/592722206758707200/qoGWtK7w_normal.jpg,FFFFFF,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000178744335/O_7qwBXo.jpeg,0A0A0A,080808,28800.0,,,,,,Time-traveling.,,,Fri Jan 31 07:42:25 +0000 2014,2014-01-31 08:42:25,2015-05-01 16:03:42,2016-03-15 15:53:55,1,1
262531823,Abid,ABKool,274989,9815,2190,40114,38,,en,Central Time (US & Canada),,,,,http://pbs.twimg.com/profile_images/592733465365319681/K_BYNt5q_normal.jpg,https://pbs.twimg.com/profile_banners/262531823/1385397482,,https://pbs.twimg.com/profile_background_images/782838231/9021cde7e4ab22a3521948289086a0ab.jpeg,333333,https://pbs.twimg.com/profile_images/592733465365319681/K_BYNt5q_normal.jpg,FFFFFF,1.0,FFFFFF,http://pbs.twimg.com/profile_background_images/782838231/9021cde7e4ab22a3521948289086a0ab.jpeg,E5DAED,009999,-18000.0,,,,,,Keep it Simple!,,,Tue Mar 08 06:40:22 +0000 2011,2011-03-08 07:40:22,2015-05-01 17:05:09,2016-03-15 15:53:55,1,0
226315121,Casti,ACastiella,11334,349,348,2465,4,,es,Madrid,Calahorra-Pamplona,,,,http://pbs.twimg.com/profile_images/567823879083945984/YESnK6Cj_normal.jpeg,https://pbs.twimg.com/profile_banners/226315121/1395237899,1.0,https://pbs.twimg.com/profile_background_images/888195611/c64626f956680720cdf4321e68a22a9d.jpeg,FA0808,https://pbs.twimg.com/profile_images/567823879083945984/YESnK6Cj_normal.jpeg,000000,1.0,000000,http://pbs.twimg.com/profile_background_images/888195611/c64626f956680720cdf4321e68a22a9d.jpeg,F2F5F7,FA6400,7200.0,,,,,,"A ver como explicas tú, que trabajando en el Pentágono, no trabajas en un polígono...",,,Mon Dec 13 21:40:42 +0000 2010,2010-12-13 22:40:42,2015-05-01 15:58:54,2016-03-15 15:53:55,0,0
492649414,Desastres Naturales ,ADN_SUAPT,72102,726,28,165,23,https://t.co/JV2RyV3lRO,es,Eastern Time (US & Canada),México DF,,,1.0,http://pbs.twimg.com/profile_images/495280235114266625/Vt4ZcGt4_normal.jpeg,https://pbs.twimg.com/profile_banners/492649414/1422555381,1.0,https://pbs.twimg.com/profile_background_images/577963472517885952/GiZEH4aT.jpeg,666666,https://pbs.twimg.com/profile_images/495280235114266625/Vt4ZcGt4_normal.jpeg,181A1E,1.0,252429,http://pbs.twimg.com/profile_background_images/577963472517885952/GiZEH4aT.jpeg,1A1B1F,2FC2EF,-14400.0,,,,,,Monitorear los desastres naturales mundiales. Facebook   SUAPT Desastres Naturales  o Jesus Guerrero (Everest),,,Tue Feb 14 23:42:32 +0000 2012,2012-02-15 00:42:32,2015-05-01 13:15:10,2016-03-15 15:53:56,0,0
56554591,A∂▲❍▼,AJCertified1,15525,879,667,153,5,http://t.co/8JKGVUp39j,en,Central Time (US & Canada),Land of the Unknown,,,,http://pbs.twimg.com/profile_images/569582378624901120/jEGkekGS_normal.jpeg,https://pbs.twimg.com/profile_banners/56554591/1427148858,1.0,https://pbs.twimg.com/profile_background_images/462604629/8638069_108319930903.jpg,333333,https://pbs.twimg.com/profile_images/569582378624901120/jEGkekGS_normal.jpeg,EEEEEE,1.0,EDEDED,http://pbs.twimg.com/profile_background_images/462604629/8638069_108319930903.jpg,131516,009999,-18000.0,,,,,,Instagram:AJCertified1,,,Tue Jul 14 00:55:42 +0000 2009,2009-07-14 02:55:42,2015-05-01 22:06:38,2016-03-15 15:53:56,1,1
85193539,Nancy DeWitt,AKbirder,31248,3205,2377,3650,282,,en,Alaska,"Fairbanks, AK",,,1.0,http://pbs.twimg.com/profile_images/513132036475731968/NbxwFInd_normal.jpeg,https://pbs.twimg.com/profile_banners/85193539/1411175448,1.0,https://pbs.twimg.com/profile_background_images/62384422/Nancy_and_Fireweed.jpg,333333,https://pbs.twimg.com/profile_images/513132036475731968/NbxwFInd_normal.jpeg,C0DEED,,DDEEF6,http://pbs.twimg.com/profile_background_images/62384422/Nancy_and_Fireweed.jpg,C0DEED,0084B4,-28800.0,,,,,,"Birder, naturalist, owl wrangler and blue bird living in a red state. I like antique cars and vintage fashion, too.",,,Sun Oct 25 23:46:57 +0000 2009,2009-10-26 00:46:57,2015-05-02 02:59:46,2016-03-15 15:53:56,1,1
166211662,✂,ANDRESOHYES,105025,543,327,49956,1,,en,Pacific Time (US & Canada), coachella valley,,,1.0,http://pbs.twimg.com/profile_images/552146285042491393/I6JIz-nK_normal.jpeg,https://pbs.twimg.com/profile_banners/166211662/1413408211,1.0,https://pbs.twimg.com/profile_background_images/437239563/tumblr_l6yhstW9Qi1qd5ocho1_500.jpg,333333,https://pbs.twimg.com/profile_images/552146285042491393/I6JIz-nK_normal.jpeg,EEEEEE,,EFEFEF,http://pbs.twimg.com/profile_background_images/437239563/tumblr_l6yhstW9Qi1qd5ocho1_500.jpg,131516,009999,-25200.0,,,,,,,,,Tue Jul 13 16:21:01 +0000 2010,2010-07-13 18:21:01,2015-05-01 13:24:46,2016-03-15 15:53:57,0,0
222290847,HUGO ARRIAGA,ARHG66,54,10,91,14,0,,en,,,1.0,,,http://pbs.twimg.com/profile_images/478041632890429440/Wv7v4uQl_normal.jpeg,https://pbs.twimg.com/profile_banners/222290847/1402808953,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/478041632890429440/Wv7v4uQl_normal.jpeg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,Fri Dec 03 00:18:40 +0000 2010,2010-12-03 01:18:40,2015-05-01 15:53:46,2016-03-15 15:53:57,0,0
2765166293,T ,ASAPTraay,371,90,147,363,0,,en,,,1.0,,1.0,http://pbs.twimg.com/profile_images/591867085375967232/t6CKEp5Q_normal.jpg,https://pbs.twimg.com/profile_banners/2765166293/1429750500,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/591867085375967232/t6CKEp5Q_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,JFK BASKETBALL #15,,,Tue Sep 09 00:24:35 +0000 2014,2014-09-09 02:24:35,2015-05-01 21:03:45,2016-03-15 15:53:57,0,0
2497379616,alberto tankredi,ATankredi,2582,223,495,1668,3,,es,Caracas,,1.0,,,http://pbs.twimg.com/profile_images/494999136005922816/k_lzx-E0_normal.jpeg,https://pbs.twimg.com/profile_banners/2497379616/1406852080,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/494999136005922816/k_lzx-E0_normal.jpeg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-16200.0,,,,,,,,,Fri May 16 00:00:51 +0000 2014,2014-05-16 02:00:51,2015-05-01 17:22:03,2016-03-15 15:53:57,1,1
